0.499 0.873 0 6 -3.902 1 0.0386 142.726 4 0.869 0.00468 1 
0.715 0.936 0.594 4 -6.127 0 0.0425 127.997 4 0.106 0.000531 5 
0.756 0.724 3.58e-05 10 -6.496 1 0.073 100.011 4 0.866 0.554 5 
0.607 0.801 0.0853 1 -10.7 0 0.0474 132.497 4 0.2 0.00803 5 
0.626 0.579 0.735 5 -9.109 0 0.0475 145.405 3 0.238 0.444 4 
0.533 0.249 0 0 -8.532 0 0.0451 116.599 4 0.513 0.955 2 
0.531 0.872 0.014 2 -7.484 0 0.0682 142.991 4 0.353 0.00125 7 
0.425 0.828 0.779 0 -11.181 1 0.063 137.982 4 0.108 0.044 5 
0.376 0.548 0 4 -10.58 0 0.0287 76.02 4 0.233 0.294 1 
0.784 0.748 0 9 -3.659 0 0.0311 98.003 4 0.746 0.0213 5 
0.28 0.139 1.22e-05 9 -13.5 1 0.0319 141.441 3 0.328 0.938 0 
0.516 0.953 0 9 -3.828 1 0.0624 171.971 4 0.849 0.0996 0 
0.63 0.357 0 5 -9.392 0 0.026 104.965 4 0.668 0.0999 1 
0.702 0.445 0 9 -9.693 0 0.05 110.056 4 0.326 0.0575 2 
0.622 0.63 1.11e-06 11 -7.232 1 0.0335 90.987 4 0.527 0.0493 2 
0.834 0.584 0 3 -7.238 0 0.0366 106.967 4 0.964 0.00658 0 
0.567 0.599 3.1e-05 9 -6.903 1 0.0402 126.524 4 0.559 0.0226 1 
0.53 0.597 0 0 -7.026 1 0.0313 139.836 4 0.632 0.171 2 
0.271 0.792 0.433 7 -10.382 1 0.376 137.921 4 0.106 0.00678 5 
0.769 0.364 0.0131 7 -14.337 1 0.415 96.261 4 0.236 0.158 6 
0.7 0.942 2.93e-05 5 -7.355 0 0.237 171.37 4 0.763 0.0469 6 
0.73 0.733 0.00581 0 -6.524 1 0.0378 114.992 4 0.751 0.034 1 
0.488 0.899 0.927 1 -8.916 1 0.0484 131.86 4 0.0385 0.00843 5 
0.443 0.987 0.958 2 -6.725 0 0.0558 137.986 4 0.191 0.148 5 
0.466 0.556 0.00867 1 -10.829 1 0.0337 145.081 3 0.351 0.701 0 
0.672 0.623 0 9 -5.699 1 0.0297 92.018 4 0.621 0.241 2 
0.734 0.835 0 7 -3.085 0 0.0792 93.996 4 0.855 0.193 2 
0.451 0.231 0.631 6 -13.764 1 0.0299 99.033 4 0.179 0.99 2 
0.474 0.707 0.35 2 -9.352 1 0.0628 128.852 4 0.184 0.0128 5 
0.519 0.952 0.000418 6 -6.256 1 0.165 132.377 4 0.393 0.00187 5 
0.559 0.907 0 0 -4.158 0 0.0403 109.05 4 0.335 0.00595 2 
0.147 0.0119 0.86 8 -30.688 1 0.0401 138.631 4 0.0326 0.958 3 
0.639 0.721 0.118 5 -7.625 0 0.0589 172.022 4 0.621 0.215 0 
0.611 0.248 0.0713 10 -13.265 0 0.0366 107.671 4 0.401 0.833 4 
0.507 0.849 0.658 8 -8.418 1 0.029 125.999 4 0.147 0.00821 5 
0.621 0.526 0.116 8 -9.52 1 0.0336 132.94 4 0.393 0.516 2 
0.481 0.965 0.000727 8 -2.993 1 0.0875 155.938 4 0.652 0.000904 2 
0.13 0.113 0.853 2 -21.218 0 0.0403 44.611 4 0.0468 0.00304 1 
0.4 0.164 0.000883 7 -15.118 1 0.0317 79.865 3 0.0385 0.932 0 
0.698 0.882 0 4 -3.078 0 0.0863 106.083 4 0.462 0.127 2 
0.576 0.831 0.000157 7 -6.208 0 0.055 124.932 4 0.229 0.00137 5 
0.594 0.722 0.0259 0 -6.519 1 0.0352 100.505 3 0.243 0.469 8 
0.478 0.871 0 10 -4.716 1 0.274 122.337 4 0.331 0.0274 5 
0.394 0.991 0.264 9 -8.535 1 0.0948 137.835 4 0.0423 0.00372 5 
0.693 0.982 0.253 10 -1.587 0 0.399 127.988 4 0.0402 0.00542 5 
0.577 0.436 0 2 -10.988 1 0.0275 163.928 4 0.435 0.411 5 
0.509 0.79 0.000149 6 -3.743 0 0.0366 127.946 4 0.606 0.325 5 
0.394 0.894 0.761 8 -8.823 0 0.0687 133.894 4 0.163 0.000193 5 
0.46 0.816 0 4 -3.338 1 0.0335 120.655 4 0.572 0.00121 1 
0.294 0.926 0 7 -7.005 1 0.127 74.357 1 0.115 0.0332 5 
0.379 0.921 0 7 -6.944 1 0.464 128.353 3 0.547 0.0256 5 
0.593 0.186 0.0184 3 -13.903 1 0.0563 182.555 4 0.783 0.989 2 
0.824 0.94 0.635 0 -3.955 1 0.183 127.936 4 0.199 0.000161 5 
0.545 0.848 0 7 -4.532 0 0.0619 97.703 4 0.774 0.584 8 
0.498 0.97 0.0229 1 -2.95 1 0.0439 127.989 4 0.337 0.00469 5 
0.37 0.673 3.75e-05 5 -8.507 1 0.0338 140.302 4 0.668 0.683 1 
0.559 0.665 0 7 -6.233 1 0.027 75.023 4 0.395 0.403 0 
0.352 0.915 0.00136 2 -3.356 1 0.05 184.964 4 0.438 0.000332 7 
0.439 0.899 0 4 -6.82 0 0.423 134.438 4 0.168 0.0162 5 
0.641 0.73 0.829 9 -13.998 1 0.043 115.771 4 0.696 0.445 1 
0.57 0.704 0.446 1 -8.32 1 0.0314 115.037 4 0.432 0.0104 2 
0.224 0.681 7.79e-05 7 -7.012 1 0.0419 172.459 3 0.311 0.0368 6 
0.395 0.797 6.43e-05 4 -5.137 1 0.0427 121.99 4 0.423 2.5e-05 1 
0.309 0.93 0.0022 11 -6.399 1 0.125 195.815 4 0.389 0.0192 1 
0.795 0.841 0 9 -6.166 1 0.144 80.011 4 0.951 0.239 8 
0.152 0.11 0.0297 5 -24.585 0 0.0395 81.649 4 0.0376 0.985 3 
0.45 0.811 0.00014 9 -3.891 0 0.0487 150.068 4 0.479 0.00078 2 
0.595 0.237 0 5 -10.021 1 0.0287 95.204 4 0.202 0.836 2 
0.691 0.873 0.0107 5 -5.279 0 0.064 97.996 4 0.932 0.0269 1 
0.436 0.898 0.662 8 -9.018 1 0.0334 134.51 4 0.157 0.000896 5 
0.625 0.313 1.05e-05 8 -11.887 1 0.0451 122.285 4 0.514 0.833 2 
0.219 0.897 0.0765 0 -8.492 1 0.0927 103.885 4 0.261 6.91e-06 7 
0.398 0.926 0.00876 4 -4.061 1 0.066 154.034 4 0.553 2.63e-05 1 
0.904 0.557 0.00261 1 -6.717 1 0.34 90.844 4 0.821 0.133 6 
0.494 0.894 0 11 -3.294 0 0.0579 143.072 4 0.435 0.00481 1 
0.694 0.365 3.43e-05 1 -12.294 0 0.0635 80.904 4 0.705 0.054 2 
0.557 0.759 0 10 -6.404 1 0.0794 170.028 4 0.738 0.654 8 
0.512 0.76 0.037 1 -10.247 0 0.0432 131.694 4 0.0745 0.000512 5 
0.388 0.849 4.05e-05 6 -8.857 0 0.0797 130.965 4 0.0904 0.00477 5 
0.44 0.903 4.27e-06 10 -7.754 0 0.0723 128.862 4 0.368 0.00536 5 
0.591 0.804 5.98e-06 0 -7.299 1 0.0454 111.457 4 0.656 0.327 1 
0.49 0.83 0.0171 5 -10.053 1 0.0488 138.0 4 0.13 0.00233 5 
0.329 0.0323 0.917 4 -30.22 1 0.0435 97.384 4 0.15 0.986 3 
0.271 0.145 0.806 9 -15.185 1 0.0417 103.312 4 0.147 0.933 3 
0.564 0.807 0.00111 5 -4.561 1 0.028 67.003 4 0.493 0.0285 2 
0.873 0.676 0.00129 2 -5.524 1 0.0573 102.866 4 0.965 0.38 1 
0.56 0.806 0 1 -3.881 0 0.0455 127.938 4 0.2 0.0759 5 
0.272 0.00107 0.902 0 -29.463 1 0.0572 65.72 3 0.0625 0.979 3 
0.637 0.867 0.0713 11 -6.34 1 0.0438 139.99 4 0.0668 0.00635 6 
0.396 0.83 0.00491 0 -7.708 0 0.0453 133.588 4 0.0362 0.0353 5 
0.673 0.607 4.15e-06 5 -7.672 1 0.027 100.023 4 0.9 0.0142 2 
0.71 0.868 3.41e-05 9 -5.174 0 0.0551 118.005 4 0.904 0.00783 8 
0.448 0.97 1.28e-06 0 -4.526 1 0.0915 162.051 4 0.548 9.5e-06 7 
0.692 0.875 0.904 1 -4.68 0 0.0545 126.0 4 0.65 0.0013 5 
0.553 0.882 0.241 6 -5.515 1 0.0294 97.006 4 0.537 0.0408 0 
0.644 0.867 0 2 -3.095 1 0.211 125.935 4 0.611 0.155 2 
0.667 0.656 0.187 7 -7.679 0 0.203 105.171 4 0.926 0.194 2 
0.681 0.684 0 2 -5.355 1 0.191 148.734 4 0.207 0.0462 8 
0.557 0.726 0.000201 0 -6.62 0 0.0461 135.135 4 0.96 0.421 1 
0.52 0.811 0.098 1 -11.148 1 0.036 131.695 4 0.13 0.00937 5 
0.571 0.777 0.00315 8 -5.851 1 0.0383 121.062 4 0.963 0.791 0 
0.649 0.886 0 1 -4.354 1 0.037 95.003 4 0.879 0.113 2 
0.583 0.602 0 11 -6.364 1 0.0274 74.008 4 0.37 0.368 1 
0.602 0.211 0.977 0 -18.456 1 0.0456 106.837 4 0.516 0.921 3 
0.569 0.866 0 9 -7.95 1 0.0368 135.403 4 0.96 0.0173 1 
0.686 0.748 0.278 9 -6.788 0 0.0394 116.974 4 0.698 0.355 2 
0.789 0.843 0 0 -4.505 0 0.199 76.697 4 0.96 0.099 1 
0.635 0.672 5.03e-06 10 -6.788 0 0.0637 166.903 4 0.899 0.314 1 
0.407 0.444 0.935 5 -10.692 0 0.0396 111.803 3 0.488 0.875 1 
0.504 0.852 1.68e-05 9 -4.897 0 0.41 130.017 4 0.364 0.00171 5 
0.3 0.837 0.000866 4 -5.459 1 0.152 97.193 4 0.243 0.00256 2 
0.395 0.52 0.105 9 -11.54 0 0.0389 118.065 4 0.536 0.77 0 
0.325 0.8 0.000373 1 -3.891 1 0.0344 104.984 4 0.285 0.00589 1 
0.13 0.0506 0.605 6 -24.031 1 0.0408 83.364 4 0.0309 0.878 3 
0.41 0.636 0.168 8 -6.07 1 0.0333 126.975 4 0.378 0.591 2 
0.34 0.489 0.91 7 -15.316 1 0.0412 157.024 3 0.489 0.83 3 
0.479 0.671 0 8 -8.125 0 0.415 89.238 4 0.267 0.0505 6 
0.498 0.76 0.000605 6 -9.328 0 0.0589 133.935 4 0.0458 0.000811 5 
0.686 0.952 0 5 -3.859 0 0.241 126.017 4 0.436 0.00684 5 
0.538 0.52 0 9 -7.46 1 0.0299 106.031 4 0.678 0.00425 1 
0.331 0.843 0.0884 9 -9.899 1 0.0519 131.819 4 0.193 0.108 5 
0.285 0.186 7.3e-05 1 -12.729 1 0.0288 153.848 4 0.226 0.76 2 
0.0817 0.925 0.88 8 -7.317 1 0.0816 82.472 4 0.136 0.000382 7 
0.36 0.00299 0.914 5 -37.566 1 0.0604 66.006 5 0.0452 0.996 3 
0.608 0.738 0.767 2 -4.134 0 0.0259 94.017 4 0.564 4.77e-05 4 
0.934 0.512 0 11 -7.137 0 0.0626 127.157 4 0.917 0.048 1 
0.436 0.853 0.824 1 -10.593 1 0.0448 137.988 4 0.181 0.000491 5 
0.706 0.824 0.000204 9 -5.547 0 0.089 105.005 4 0.223 0.000588 5 
0.743 0.372 0.014 1 -10.459 1 0.132 160.07 4 0.552 0.194 6 
0.0695 0.0108 0.76 4 -26.729 1 0.0429 75.279 3 0.0373 0.965 3 
0.707 0.828 1.77e-06 1 -4.782 1 0.0458 119.984 4 0.524 0.0415 2 
0.689 0.902 0 0 -4.769 1 0.0372 120.045 4 0.568 0.0556 2 
0.619 0.976 0 1 -2.426 0 0.0937 107.992 4 0.419 0.00145 7 
0.382 0.867 0.581 9 -7.426 1 0.0399 87.309 4 0.458 5.91e-06 1 
0.776 0.684 0 2 -5.123 1 0.0328 114.524 4 0.869 0.00483 0 
0.509 0.906 0.0221 10 -6.418 0 0.062 138.013 4 0.0498 0.00225 5 
0.421 0.751 0 9 -9.584 1 0.0472 89.839 4 0.778 0.2 1 
0.582 0.941 0.0229 11 -8.125 0 0.0447 132.041 4 0.571 0.00107 5 
0.43 0.815 0.937 1 -11.201 1 0.0459 128.659 4 0.052 0.0104 5 
0.865 0.687 0 10 -3.744 0 0.217 139.023 4 0.515 0.242 6 
0.541 0.814 0.000154 6 -7.586 0 0.0538 80.014 4 0.408 0.0124 1 
0.569 0.455 0 11 -8.209 1 0.0296 71.997 4 0.493 0.501 7 
0.707 0.893 0.352 6 -4.82 0 0.0603 124.974 4 0.233 0.0468 5 
0.706 0.778 0.936 6 -5.78 0 0.0447 125.091 4 0.521 0.246 5 
0.557 0.923 0 9 -8.032 0 0.32 137.148 3 0.491 0.0167 5 
0.515 0.775 0.00277 5 -6.308 0 0.106 121.364 4 0.829 0.556 8 
0.594 0.495 0 0 -5.873 1 0.031 129.879 4 0.396 0.0136 2 
0.324 0.428 1.27e-05 4 -11.5 0 0.0467 173.464 3 0.23 0.88 2 
0.495 0.895 0.138 3 -3.881 0 0.0331 160.076 4 0.605 0.000537 7 
0.552 0.618 0 5 -6.757 0 0.32 132.765 5 0.398 0.42 2 
0.065 0.172 0.72 10 -22.823 1 0.0412 52.952 4 0.0357 0.761 5 
0.441 0.718 0 4 -2.954 1 0.0356 128.031 4 0.224 0.135 5 
