0.416 0.961 0.000184 5 -4.547 0 0.0791 89.974 4 0.258 0.00104 1
0.329 0.0323 0.917 4 -30.22 1 0.0435 97.384 4 0.15 0.986 1
0.13 0.0506 0.605 6 -24.031 1 0.0408 83.364 4 0.0309 0.878 1
0.264 0.0193 0.909 8 -30.885 1 0.0357 65.07 3 0.0651 0.985 1
0.194 0.169 6.95e-05 1 -19.492 0 0.0491 132.777 4 0.0408 0.99 1
0.0818 0.0218 0.841 0 -28.778 0 0.0409 172.879 3 0.0619 0.965 1
0.442 0.017 0.893 4 -24.902 1 0.0812 76.726 1 0.0374 0.995 1
0.0623 0.0116 0.445 2 -27.893 1 0.0567 65.057 3 0.033 0.991 1
0.191 0.0368 0.372 0 -31.484 1 0.0439 130.415 3 0.0636 0.943 1
0.322 0.208 0.919 10 -18.585 0 0.0391 103.628 4 0.134 0.984 1
0.161 0.068 0.373 5 -24.34 0 0.0416 72.683 3 0.0316 0.971 1
0.201 0.0216 1.38e-06 4 -24.703 1 0.0646 61.51 4 0.0416 0.985 1
0.484 0.941 9.06e-05 7 -4.594 0 0.0753 122.012 4 0.195 0.000615 1
0.28 0.121 0.895 0 -25.093 1 0.0406 101.196 4 0.141 0.991 1
0.193 0.095 0.277 4 -23.482 1 0.0468 107.44 4 0.0432 0.935 1
0.146 0.0472 0.24 9 -27.847 1 0.0466 62.056 4 0.0355 0.987 1
0.329 0.472 0.507 5 -11.478 1 0.0325 95.47 4 0.27 0.784 1
0.357 0.696 0 5 -7.102 1 0.0303 159.964 4 0.285 0.0176 1
0.189 0.203 0.85 10 -21.555 0 0.0504 114.476 4 0.0331 0.96 1
0.325 0.0716 0.844 0 -26.806 1 0.0516 121.363 4 0.144 0.95 1
0.241 0.0181 0.873 5 -25.324 1 0.0429 79.319 4 0.0362 0.99 1
0.279 0.151 2.41e-06 8 -18.575 1 0.0581 79.364 1 0.107 0.965 1
0.0692 0.0254 0.836 2 -26.921 1 0.0452 74.106 4 0.035 0.976 1
0.0963 0.0385 0.158 2 -24.766 1 0.0497 87.509 4 0.0301 0.896 1
0.507 0.284 0.0383 4 -15.051 0 0.067 134.341 4 0.261 0.916 1
0.26 0.176 0.000119 8 -16.297 1 0.0425 94.298 4 0.0781 0.956 1
0.0798 0.0631 0.91 8 -24.093 1 0.0431 80.977 4 0.0284 0.986 1
0.176 0.0104 0.0305 4 -31.499 1 0.0389 83.8 3 0.0456 0.869 1
0.309 0.00262 0.943 8 -40.5 0 0.0591 84.466 4 0.0632 0.993 1
0.255 0.105 0.684 0 -17.619 1 0.0362 145.69 4 0.159 0.933 1
0.113 0.0636 0.897 6 -18.061 1 0.0341 64.599 4 0.0324 0.984 1
0.309 0.0749 0.889 5 -26.373 1 0.0333 74.115 4 0.0395 0.994 1
0.593 0.324 0.971 4 -23.299 1 0.043 152.587 4 0.917 0.934 1
0.274 0.303 0.917 10 -21.59 1 0.0304 139.869 4 0.675 0.987 1
0.501 0.261 0.913 0 -15.401 1 0.0318 92.328 4 0.343 0.883 1
0.234 0.111 0.902 7 -25.478 1 0.0487 98.05 4 0.0794 0.879 1
0.1 0.0832 0.891 2 -26.671 1 0.052 68.289 4 0.0246 0.931 1
0.235 0.036 0.653 7 -25.466 1 0.0471 87.833 4 0.0367 0.985 1
0.487 0.978 0.000513 8 -4.15 1 0.0642 115.01 4 0.547 2.65e-05 1
0.292 0.164 0.0296 1 -17.792 1 0.0342 149.46 4 0.28 0.912 1
0.431 0.102 0.736 7 -19.814 1 0.0378 98.924 4 0.343 0.968 1
0.344 0.92 0 1 -5.122 0 0.0487 115.727 4 0.51 0.00634 1
0.289 0.0925 0.887 5 -19.879 1 0.0339 100.736 3 0.118 0.948 1
0.17 0.972 0.903 3 -9.938 0 0.156 87.502 3 0.0337 0.774 1
0.466 0.14 0.607 7 -16.541 1 0.0426 126.058 3 0.342 0.973 1
0.432 0.31 0.942 2 -14.667 0 0.0401 137.383 4 0.422 0.922 1
0.277 0.042 2.88e-05 0 -23.697 0 0.0448 98.507 3 0.0801 0.945 1
0.301 0.0293 0.85 8 -20.981 1 0.0516 74.049 3 0.0375 0.991 1
0.548 0.936 0.000323 6 -5.001 1 0.0575 100.008 4 0.165 0.000137 1
0.135 0.164 0.377 4 -19.944 0 0.0423 96.44 4 0.0362 0.691 1
0.314 0.0157 0.916 1 -36.252 0 0.0356 95.89 4 0.102 0.991 1
0.301 0.0463 0.912 0 -36.167 1 0.0528 101.018 3 0.473 0.996 1
0.247 0.132 0.852 4 -25.655 0 0.0338 67.719 3 0.341 0.891 1
0.465 0.325 0.0246 4 -16.451 1 0.0439 99.976 4 0.565 0.867 1
0.44 0.119 0.367 5 -15.344 1 0.0456 147.308 3 0.569 0.926 1
0.206 0.0608 0.328 9 -26.73 1 0.0379 107.652 3 0.039 0.697 1
0.583 0.149 0 4 -24.046 0 0.301 127.712 3 0.149 0.916 1
0.318 0.328 0.000855 5 -16.599 1 0.034 116.916 4 0.754 0.802 1
0.396 0.0855 0.881 4 -24.295 1 0.0346 104.424 4 0.206 0.991 1
0.284 0.085 0.463 8 -27.441 1 0.038 101.113 4 0.0394 0.948 1
0.253 0.0148 0 2 -28.592 1 0.0481 66.963 3 0.169 0.904 1
0.0627 0.04 0.915 10 -23.917 0 0.0473 66.595 4 0.0337 0.888 1
0.218 0.114 0.899 4 -20.316 0 0.0365 87.554 4 0.135 0.837 1
None 0.00358 0.96 4 -40.602 0 None 0 None None 0.991 1
0.283 0.209 0.0823 10 -17.515 1 0.0495 147.358 4 0.144 0.943 1
0.258 0.129 0.000178 9 -20.432 0 0.0557 78.61 4 0.0396 0.985 1
0.292 0.0979 0.888 0 -19.052 1 0.0375 113.811 4 0.0982 0.96 1
0.118 0.0382 0.00809 7 -24.471 0 0.0512 78.237 4 0.0426 0.962 1
0.0834 0.145 4.87e-05 5 -21.38 1 0.0442 77.911 4 0.0398 0.991 1
0.394 0.23 0.648 11 -16.918 1 0.0373 129.698 4 0.4 0.847 1
0.293 0.121 0.0216 0 -22.853 1 0.0624 95.653 3 0.121 0.879 1
0.0838 0.0792 0.786 0 -18.974 0 0.0429 84.086 4 0.0388 0.972 1
0.404 0.0711 0.888 7 -23.553 1 0.0439 135.625 4 0.26 0.993 1
0.278 0.0149 0.899 7 -29.46 1 0.0539 170.13 1 0.182 0.991 1
0.365 0.0931 0.913 6 -26.183 0 0.0409 130.092 4 0.22 0.982 1
0.217 0.0112 0.924 2 -31.289 1 0.0527 79.131 3 0.0317 0.969 1
0.34 0.168 0.885 2 -21.394 1 0.0682 74.974 4 0.124 0.979 1
0.282 0.158 0.936 1 -18.927 0 0.0311 92.591 4 0.0622 0.989 1
0.282 0.279 0.945 4 -22.318 1 0.0486 166.715 4 0.85 0.983 1
0.263 0.0748 0.91 10 -24.015 1 0.0427 64.622 3 0.146 0.993 1
0.129 0.0305 0.00159 10 -26.188 0 0.0519 178.209 3 0.0376 0.976 1
0.205 0.186 0.753 6 -18.988 0 0.0412 79.817 4 0.0929 0.939 1
0.324 0.0323 0.892 11 -28.388 0 0.0412 124.917 4 0.162 0.942 1
0.371 0.903 0.000295 7 -4.039 0 0.0663 154.957 4 0.408 0.00424 1
0.409 0.127 0.872 4 -23.82 1 0.0355 111.843 4 0.116 0.993 1
0.324 0.163 0.914 6 -23.752 0 0.0382 64.549 4 0.415 0.988 1
0.339 0.0881 7.75e-05 8 -23.378 0 0.0524 84.407 3 0.149 0.983 1
0.604 0.0638 0.000158 0 -21.066 0 0.296 125.381 3 0.083 0.946 1
0.412 0.113 0.895 4 -21.078 1 0.04 121.82 4 0.399 0.966 1
0.451 0.028 0.000289 0 -18.508 1 0.0429 111.874 4 0.472 0.969 1
0.415 0.332 0.748 9 -21.08 1 0.0315 139.972 4 0.329 0.95 1
0.246 0.108 0.709 0 -21.412 0 0.0283 82.367 4 0.176 0.972 1
0.406 0.00645 0.935 7 -32.739 0 0.0453 59.156 4 0.101 0.994 1
0.463 0.162 0.825 7 -24.484 0 0.045 125.514 4 0.378 0.963 1
0.207 0.181 0.000332 4 -17.19 0 0.0483 167.621 3 0.039 0.982 1
0.175 0.042 0.772 7 -24.577 0 0.0498 50.841 4 0.118 0.982 1
0.173 0.0619 0.526 5 -20.788 1 0.0466 72.695 4 0.0886 0.951 1
0.12 0.0204 0.01 1 -31.047 1 0.0489 73.284 3 0.0344 0.896 1
0.52 0.569 0 0 -7.628 1 0.0293 108.063 4 0.228 0.00729 1
0.501 0.159 0.881 8 -21.757 1 0.0394 117.316 4 0.417 0.874 1
0.215 0.103 0.726 7 -27.585 0 0.042 110.443 3 0.0758 0.895 1
0.228 0.00667 0.888 4 -29.008 0 0.0392 77.858 4 0.0456 0.995 1
