0.47 0.885 0.196 3 -7.224 1 0.0354 138.153 4 0.78 3.22e-05 1 
0.499 0.873 0 6 -3.902 1 0.0386 142.726 4 0.869 0.00468 1 
0.376 0.548 0 4 -10.58 0 0.0287 76.02 4 0.233 0.294 1 
0.53 0.597 0 0 -7.026 1 0.0313 139.836 4 0.632 0.171 3 
0.7 0.942 2.93e-05 5 -7.355 0 0.237 171.37 4 0.763 0.0469 4 
0.73 0.733 0.00581 0 -6.524 1 0.0378 114.992 4 0.751 0.034 1 
0.558 0.774 0.0456 3 -3.064 0 0.0288 89.969 4 0.783 0.513 1 
0.672 0.623 0 9 -5.699 1 0.0297 92.018 4 0.621 0.241 3 
0.734 0.835 0 7 -3.085 0 0.0792 93.996 4 0.855 0.193 3 
0.639 0.721 0.118 5 -7.625 0 0.0589 172.022 4 0.621 0.215 2 
0.621 0.526 0.116 8 -9.52 1 0.0336 132.94 4 0.393 0.516 3 
0.698 0.882 0 4 -3.078 0 0.0863 106.083 4 0.462 0.127 3 
0.594 0.722 0.0259 0 -6.519 1 0.0352 100.505 3 0.243 0.469 3 
0.46 0.816 0 4 -3.338 1 0.0335 120.655 4 0.572 0.00121 1 
0.545 0.848 0 7 -4.532 0 0.0619 97.703 4 0.774 0.584 3 
0.57 0.704 0.446 1 -8.32 1 0.0314 115.037 4 0.432 0.0104 3 
0.45 0.811 0.00014 9 -3.891 0 0.0487 150.068 4 0.479 0.00078 3 
0.595 0.237 0 5 -10.021 1 0.0287 95.204 4 0.202 0.836 3 
0.398 0.926 0.00876 4 -4.061 1 0.066 154.034 4 0.553 2.63e-05 1 
0.494 0.894 0 11 -3.294 0 0.0579 143.072 4 0.435 0.00481 1 
0.243 0.821 0.685 11 -7.223 0 0.0549 164.04 4 0.149 0.00014 1 
0.564 0.807 0.00111 5 -4.561 1 0.028 67.003 4 0.493 0.0285 3 
0.272 0.00107 0.902 0 -29.463 1 0.0572 65.72 3 0.0625 0.979 0 
0.553 0.882 0.241 6 -5.515 1 0.0294 97.006 4 0.537 0.0408 2 
0.571 0.777 0.00315 8 -5.851 1 0.0383 121.062 4 0.963 0.791 2 
0.388 0.952 1.95e-05 10 -3.018 1 0.0598 151.288 4 0.525 0.000628 1 
0.569 0.866 0 9 -7.95 1 0.0368 135.403 4 0.96 0.0173 1 
0.635 0.672 5.03e-06 10 -6.788 0 0.0637 166.903 4 0.899 0.314 1 
0.41 0.636 0.168 8 -6.07 1 0.0333 126.975 4 0.378 0.591 3 
0.479 0.671 0 8 -8.125 0 0.415 89.238 4 0.267 0.0505 4 
